"customerid","country","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"12527","Germany","82","3","348.71",4,2,4,"424","Potential Customers"
"17058","United Kingdom","82","3","1179.89",4,3,2,"432","Potential Customers"
"14934","Channel Islands","82","2","1890.94",4,3,2,"432","Potential Customers"
"12497","Germany","82","1","1043.10",4,4,2,"442","Loyal Customers"
"13562","United Kingdom","82","3","1799.33",4,2,2,"422","Potential Customers"
"16906","United Kingdom","82","4","579.77",4,2,3,"423","Potential Customers"
"13067","United Kingdom","82","1","115.46",4,4,5,"445","Champions"
"13774","United Kingdom","82","1","345.00",4,4,4,"444","Champions"
"16370","United Kingdom","82","4","1320.56",4,2,2,"422","Potential Customers"
"18094","United Kingdom","82","7","3017.30",4,1,1,"411","Others"
"17802","United Kingdom","82","3","1285.04",4,3,2,"432","Potential Customers"
"15947","United Kingdom","83","1","1708.24",4,4,2,"442","Loyal Customers"
"12871","United Kingdom","84","2","380.64",4,3,4,"434","Potential Customers"
"15410","United Kingdom","84","8","3450.84",4,1,1,"411","Others"
"13563","United Kingdom","84","2","777.53",4,3,3,"433","Potential Customers"
"15975","United Kingdom","84","1","371.01",4,4,4,"444","Champions"
"15523","United Kingdom","84","1","412.01",4,5,4,"454","Champions"
"15099","United Kingdom","84","1","410.48",4,5,4,"454","Champions"
"16878","United Kingdom","84","1","13.30",4,4,5,"445","Champions"
"14124","United Kingdom","84","1","419.58",4,5,4,"454","Champions"
"15205","United Kingdom","85","2","653.24",4,3,3,"433","Potential Customers"
"17594","United Kingdom","85","2","993.18",4,3,2,"432","Potential Customers"
"16573","United Kingdom","85","2","663.61",4,3,3,"433","Potential Customers"
"17898","United Kingdom","85","2","152.06",4,4,5,"445","Champions"
"14894","United Kingdom","85","1","655.75",4,5,3,"453","Loyal Customers"
"17786","United Kingdom","85","2","278.74",4,4,4,"444","Champions"
"15417","United Kingdom","85","1","508.80",4,5,3,"453","Loyal Customers"
"12722","France","85","4","997.63",4,2,2,"422","Potential Customers"
"12995","United Kingdom","85","1","211.32",4,5,5,"455","Champions"
"14557","United Kingdom","85","1","788.38",4,5,3,"453","Loyal Customers"
"13141","United Kingdom","85","5","2388.75",4,2,1,"421","Potential Customers"
"17846","United Kingdom","85","1","2033.1",4,5,2,"452","Loyal Customers"
"15466","United Kingdom","85","1","334.53",4,4,4,"444","Champions"
"16108","United Kingdom","85","1","842.50",4,5,3,"453","Loyal Customers"
"16709","United Kingdom","85","5","3029.87",4,2,1,"421","Potential Customers"
"12434","Australia","85","2","806.14",4,3,3,"433","Potential Customers"
"17047","United Kingdom","85","3","1100.90",4,2,2,"422","Potential Customers"
"13877","United Kingdom","86","1","117.24",4,4,5,"445","Champions"
"17033","United Kingdom","86","3","1030.14",4,2,2,"422","Potential Customers"
"13539","United Kingdom","86","3","631.34",4,3,3,"433","Potential Customers"
"14177","United Kingdom","86","4","559.41",4,2,3,"423","Potential Customers"
"17333","United Kingdom","86","1","494.25",4,5,3,"453","Loyal Customers"
"12566","Germany","86","1","351.65",4,4,4,"444","Champions"
"13662","United Kingdom","86","3","897.76",4,3,3,"433","Potential Customers"
"15322","United Kingdom","86","1","679.68",4,5,3,"453","Loyal Customers"
"13518","United Kingdom","86","1","659.44",4,5,3,"453","Loyal Customers"
"13134","United Kingdom","86","4","1793.58",4,2,2,"422","Potential Customers"
"17002","United Kingdom","86","3","1493.73",4,3,2,"432","Potential Customers"
"17347","United Kingdom","86","1","228.96",4,5,5,"455","Champions"
"18251","United Kingdom","87","1","4314.72",4,4,1,"441","Loyal Customers"
"12756","Japan","87","1","112.08",4,4,5,"445","Champions"
"17640","United Kingdom","87","1","621.66",4,5,3,"453","Loyal Customers"
"16229","United Kingdom","87","2","1010.60",4,3,2,"432","Potential Customers"
"14753","United Kingdom","87","1","563.15",4,5,3,"453","Loyal Customers"
"14163","United Kingdom","87","4","2445.91",4,2,1,"421","Potential Customers"
"15201","United Kingdom","87","5","1236.54",4,2,2,"422","Potential Customers"
"18173","United Kingdom","87","4","2106.84",4,2,1,"421","Potential Customers"
"16745","United Kingdom","87","17","7194.30",4,1,1,"411","Others"
"16959","United Kingdom","87","1","117.35",4,4,5,"445","Champions"
"15343","United Kingdom","87","1","364.50",4,4,4,"444","Champions"
"16036","United Kingdom","87","2","758.92",4,3,3,"433","Potential Customers"
"14660","United Kingdom","87","2","285.74",4,4,4,"444","Champions"
"15996","United Kingdom","88","6","1060.68",4,1,2,"412","Others"
"17037","United Kingdom","88","1","1267.32",4,4,2,"442","Loyal Customers"
"15216","United Kingdom","88","1","96.60",4,4,5,"445","Champions"
"16451","United Kingdom","88","1","266.97",4,4,4,"444","Champions"
"14500","United Kingdom","88","3","356.85",4,2,4,"424","Potential Customers"
"12884","United Kingdom","88","1","309.05",4,4,4,"444","Champions"
"17433","United Kingdom","88","1","303.16",4,4,4,"444","Champions"
"16475","United Kingdom","88","4","544.30",4,2,3,"423","Potential Customers"
"15764","United Kingdom","88","6","3279.97",4,1,1,"411","Others"
"16984","United Kingdom","88","2","4481.35",4,3,1,"431","Potential Customers"
"17919","United Kingdom","88","1","1304.04",4,4,2,"442","Loyal Customers"
"12924","United Kingdom","88","4","933.70",4,2,3,"423","Potential Customers"
"16141","United Kingdom","88","1","620.40",4,5,3,"453","Loyal Customers"
"16098","United Kingdom","88","7","2005.63",4,1,2,"412","Others"
"15673","United Kingdom","88","4","2881.02",4,2,1,"421","Potential Customers"
"16211","United Kingdom","89","1","547.02",4,5,3,"453","Loyal Customers"
"18255","United Kingdom","89","1","103.30",4,4,5,"445","Champions"
"16796","United Kingdom","89","1","305.62",4,4,4,"444","Champions"
"13375","United Kingdom","89","1","778.65",4,5,3,"453","Loyal Customers"
"12965","United Kingdom","89","1","771.91",4,5,3,"453","Loyal Customers"
"16209","United Kingdom","89","5","2262.62",4,2,1,"421","Potential Customers"
"13611","United Kingdom","89","3","1171.80",4,3,2,"432","Potential Customers"
"18215","United Kingdom","89","1","299.34",4,4,4,"444","Champions"
"15980","United Kingdom","89","3","2398.86",4,2,1,"421","Potential Customers"
"14307","United Kingdom","89","6","2995.72",4,1,1,"411","Others"
"12635","Germany","90","2","1689.18",4,3,2,"432","Potential Customers"
"16384","United Kingdom","90","2","584.50",4,3,3,"433","Potential Customers"
"13124","United Kingdom","90","3","3866.33",4,2,1,"421","Potential Customers"
"15939","United Kingdom","90","15","6115.01",4,1,1,"411","Others"
"15636","United Kingdom","90","2","724.76",4,3,3,"433","Potential Customers"
"14837","United Kingdom","90","4","1649.50",4,2,2,"422","Potential Customers"
"13372","United Kingdom","90","1","378.64",4,4,4,"444","Champions"
"15035","United Kingdom","90","1","252.73",4,4,4,"444","Champions"
"14212","United Kingdom","90","1","1070.48",4,4,2,"442","Loyal Customers"
"14628","United Kingdom","91","2","671.96",4,3,3,"433","Potential Customers"
"14915","United Kingdom","91","2","307.48",4,4,4,"444","Champions"
"15652","United Kingdom","91","1","337.74",4,4,4,"444","Champions"
"16723","United Kingdom","91","2","589.15",4,3,3,"433","Potential Customers"
"13249","United Kingdom","92","3","711.41",4,2,3,"423","Potential Customers"
"15198","United Kingdom","92","2","193.64",4,4,5,"445","Champions"
"16027","United Kingdom","92","6","934.62",4,1,3,"413","Others"
"13441","United Kingdom","92","1","296.64",4,4,4,"444","Champions"
"13814","Germany","92","2","1579.12",4,3,2,"432","Potential Customers"
"14414","United Kingdom","92","7","1496.98",4,1,2,"412","Others"
"16031","United Kingdom","92","2","548.94",4,3,3,"433","Potential Customers"
"12535","France","92","2","716.35",4,3,3,"433","Potential Customers"
"13848","United Kingdom","92","3","1255.00",4,3,2,"432","Potential Customers"
"15400","United Kingdom","92","5","716.20",4,2,3,"423","Potential Customers"
"14223","United Kingdom","92","3","991.13",4,2,2,"422","Potential Customers"
"14410","United Kingdom","92","9","1105.07",4,1,2,"412","Others"
"12592","Germany","92","2","437.60",4,3,4,"434","Potential Customers"
"13330","United Kingdom","93","3","1140.93",4,3,2,"432","Potential Customers"
"18222","United Kingdom","93","1","443.00",4,5,4,"454","Champions"
"13244","United Kingdom","93","1","121.74",4,4,5,"445","Champions"
"13925","United Kingdom","93","4","678.25",4,2,3,"423","Potential Customers"
"15653","United Kingdom","93","2","877.44",4,3,3,"433","Potential Customers"
"16828","United Kingdom","93","2","128.50",4,4,5,"445","Champions"
"15488","United Kingdom","93","1","91.32",4,4,5,"445","Champions"
"18093","United Kingdom","93","4","2106.52",4,2,1,"421","Potential Customers"
"15885","United Kingdom","93","3","379.35",4,2,4,"424","Potential Customers"
"13889","United Kingdom","93","1","416.90",4,5,4,"454","Champions"
"15071","United Kingdom","94","2","982.07",4,3,2,"432","Potential Customers"
"16175","United Kingdom","94","4","1037.59",4,2,2,"422","Potential Customers"
"13210","United Kingdom","94","1","353.48",4,4,4,"444","Champions"
"15462","United Kingdom","94","3","234.60",4,2,5,"425","Potential Customers"
"13122","United Kingdom","94","2","922.39",4,3,3,"433","Potential Customers"
"17339","United Kingdom","94","2","243.36",4,4,5,"445","Champions"
"12461","Switzerland","94","2","826.88",4,3,3,"433","Potential Customers"
"17460","United Kingdom","94","6","622.43",4,1,3,"413","Others"
"13130","United Kingdom","94","1","64.00",4,5,5,"455","Champions"
"13192","United Kingdom","95","2","911.94",4,3,3,"433","Potential Customers"
"17560","United Kingdom","95","5","854.95",4,2,3,"423","Potential Customers"
"12616","France","95","2","713.30",4,3,3,"433","Potential Customers"
"15491","United Kingdom","95","6","3100.09",4,1,1,"411","Others"
"13744","United Kingdom","95","2","1156.36",4,3,2,"432","Potential Customers"
"18196","United Kingdom","95","2","689.13",4,3,3,"433","Potential Customers"
"16400","United Kingdom","95","1","303.93",4,4,4,"444","Champions"
"13158","United Kingdom","95","4","1201.06",4,2,2,"422","Potential Customers"
"14208","United Kingdom","95","1","151.74",4,5,5,"455","Champions"
"17309","United Kingdom","95","1","82.75",4,5,5,"455","Champions"
"16172","United Kingdom","95","5","1140.21",4,2,2,"422","Potential Customers"
"14565","United Kingdom","96","4","3099.12",4,2,1,"421","Potential Customers"
"15364","United Kingdom","96","2","913.19",4,3,3,"433","Potential Customers"
"12422","Switzerland","96","3","803.56",4,2,3,"423","Potential Customers"
"13548","United Kingdom","96","2","682.41",4,3,3,"433","Potential Customers"
"12502","Spain","96","5","3723.87",4,2,1,"421","Potential Customers"
"14965","United Kingdom","96","2","599.00",4,3,3,"433","Potential Customers"
"16820","United Kingdom","96","1","497.61",4,5,3,"453","Loyal Customers"
"13851","United Kingdom","96","3","2651.46",4,2,1,"421","Potential Customers"
"16551","United Kingdom","96","3","922.12",4,3,3,"433","Potential Customers"
"13931","United Kingdom","96","2","1237.53",4,3,2,"432","Potential Customers"
"13748","United Kingdom","96","5","948.25",4,2,2,"422","Potential Customers"
"17050","United Kingdom","96","6","3228.84",4,1,1,"411","Others"
"15307","United Kingdom","96","1","205.30",4,5,5,"455","Champions"
"17229","United Kingdom","96","2","318.76",4,4,4,"444","Champions"
"13240","United Kingdom","96","4","663.65",4,2,3,"423","Potential Customers"
"17722","United Kingdom","96","4","2424.04",4,2,1,"421","Potential Customers"
"12816","Poland","96","2","572.20",4,3,3,"433","Potential Customers"
"16761","United Kingdom","97","1","316.62",4,4,4,"444","Champions"
"12851","United Kingdom","97","1","135.18",4,5,5,"455","Champions"
"12710","Germany","97","3","1149.02",4,3,2,"432","Potential Customers"
"17774","United Kingdom","97","4","1225.41",4,2,2,"422","Potential Customers"
"18087","United Kingdom","98","2","4055.72",4,3,1,"431","Potential Customers"
"14463","United Kingdom","98","3","529.62",4,3,3,"433","Potential Customers"
"14171","United Kingdom","98","1","363.79",4,4,4,"444","Champions"
"13045","United Kingdom","99","1","305.28",4,4,4,"444","Champions"
"16808","United Kingdom","99","2","288.42",4,4,4,"444","Champions"
"13099","United Kingdom","99","1","207.36",4,5,5,"455","Champions"
"14420","United Kingdom","99","1","387.52",4,4,4,"444","Champions"
"14436","United Kingdom","99","1","89.06",4,4,5,"445","Champions"
"16456","United Kingdom","99","5","2158.37",4,2,1,"421","Potential Customers"
"13376","United Kingdom","99","3","1019.76",4,2,2,"422","Potential Customers"
"18027","United Kingdom","99","1","115.31",4,4,5,"445","Champions"
"13470","United Kingdom","99","2","165.00",4,4,5,"445","Champions"
"14276","United Kingdom","99","3","1119.74",4,2,2,"422","Potential Customers"
"15829","United Kingdom","99","2","636.14",4,3,3,"433","Potential Customers"
"15260","United Kingdom","100","7","1810.77",4,1,2,"412","Others"
"16180","United Kingdom","100","8","10254.18",4,1,1,"411","Others"
"17588","United Kingdom","100","3","1240.20",4,3,2,"432","Potential Customers"
"12436","Norway","100","1","509.01",4,5,3,"453","Loyal Customers"
"16278","United Kingdom","100","1","566.38",4,5,3,"453","Loyal Customers"
"16780","United Kingdom","100","2","425.19",4,3,4,"434","Potential Customers"
"13631","United Kingdom","100","11","3070.42",4,1,1,"411","Others"
"17320","United Kingdom","100","3","1200.62",4,3,2,"432","Potential Customers"
"14513","United Kingdom","101","3","455.59",4,2,4,"424","Potential Customers"
"16842","United Kingdom","101","3","1264.19",4,3,2,"432","Potential Customers"
"15866","United Kingdom","101","1","230.53",4,5,5,"455","Champions"
"16083","United Kingdom","101","2","1317.62",4,3,2,"432","Potential Customers"
"17298","United Kingdom","101","2","498.42",4,3,3,"433","Potential Customers"
"15596","United Kingdom","101","5","1406.59",4,2,2,"422","Potential Customers"
"14078","United Kingdom","102","6","1049.37",4,1,2,"412","Others"
"12814","Poland","102","1","125.92",4,4,5,"445","Champions"
"13778","United Kingdom","103","1","178.70",4,5,5,"455","Champions"
"16816","United Kingdom","103","4","417.06",4,2,4,"424","Potential Customers"
"16806","United Kingdom","103","4","801.49",4,2,3,"423","Potential Customers"
"15625","United Kingdom","104","4","1534.26",4,2,2,"422","Potential Customers"
"13301","United Kingdom","104","4","618.09",4,2,3,"423","Potential Customers"
"15569","United Kingdom","104","5","1375.71",4,2,2,"422","Potential Customers"
"15095","United Kingdom","104","4","1370.60",4,2,2,"422","Potential Customers"
"14472","United Kingdom","104","8","1936.84",4,1,2,"412","Others"
"15325","United Kingdom","104","1","162.29",4,5,5,"455","Champions"
"15641","United Kingdom","105","4","1887.20",4,2,2,"422","Potential Customers"
"15074","United Kingdom","105","1","748.87",4,5,3,"453","Loyal Customers"
"13489","United Kingdom","105","4","449.52",4,2,4,"424","Potential Customers"
"17146","United Kingdom","106","3","749.78",4,3,3,"433","Potential Customers"
"13003","United Kingdom","106","3","149.05",4,2,5,"425","Potential Customers"
"17189","United Kingdom","106","2","384.40",4,3,4,"434","Potential Customers"
"16641","United Kingdom","106","1","231.10",4,5,5,"455","Champions"
"15663","United Kingdom","106","1","138.14",4,5,5,"455","Champions"
"16309","United Kingdom","106","2","706.57",4,3,3,"433","Potential Customers"
"14055","United Kingdom","106","1","725.64",4,5,3,"453","Loyal Customers"
"12715","Sweden","106","1","353.86",4,4,4,"444","Champions"
"18200","United Kingdom","106","1","163.80",4,5,5,"455","Champions"
"12624","France","106","2","641.13",4,3,3,"433","Potential Customers"
"16429","United Kingdom","106","1","284.55",4,4,4,"444","Champions"
"14210","United Kingdom","106","6","1905.84",4,1,2,"412","Others"
"13000","United Kingdom","107","3","534.85",4,3,3,"433","Potential Customers"
